class,order,family,Genus,species,wet_Mass_g,wet_Mass_kg,BMR,BMR_unit,temperature,temperature_unit,Reference,taxon_name,pc1,pc2,pc3,pc4,pc5
Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,498.0,0.498,1.75,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Proechimys semispinosus,-3790.0586029435904,-6441.996125922049,4594.021358749035,400.9842456559789,-188.23056741908755
Mammalia,Primates,Indriidae,Propithecus,verreauxi,3350.0,3.35,3.738,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Propithecus verreauxi,-3732.762048618201,-5991.596279095762,4113.496100223751,310.5573741757098,-60.20679172782602
Mammalia,Carnivora,Hyaenidae,Proteles,cristata,7710.0,7.71,10.925,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Proteles cristata,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Carnivora,Hyaenidae,Proteles,cristata,8100.0,8.1,12.239,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Proteles cristata,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,43.1,0.0431,0.152,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pseudantechinus macdonnellensis,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,828.0,0.828,2.21,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pseudocheirus peregrinus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,835.0,0.835,2.194,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pseudocheirus peregrinus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,861.0,0.861,2.282,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pseudocheirus peregrinus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus,peregrinus,916.0,0.916,2.402,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pseudocheirus peregrinus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Pseudomys,gracilicaudatus,79.8,0.0798,0.467,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pseudomys gracilicaudatus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Pseudomys,hermannsburgensis,12.1999999999999,0.0121999999999999,0.13,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pseudomys hermannsburgensis,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Mormoopidae,Pteronotus,davyi,9.4,0.0094,0.085,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteronotus davyi,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Mormoopidae,Pteronotus,personatus,14.0,0.014,0.128,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteronotus personatus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Mormoopidae,Pteronotus,quadridens,4.9,0.0049,0.034,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteronotus quadridens,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,562.2,0.5622,1.622,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteropus giganteus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Pteropus,hypomelanus,520.8,0.5207999999999999,1.618,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteropus hypomelanus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Pteropus,poliocephalus,598.0,0.598,1.768,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteropus poliocephalus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Pteropus,pumilus,194.1999999999999,0.1941999999999999,0.705,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteropus pumilus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Pteropus,rodricensis,254.5,0.2545,0.753,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteropus rodricensis,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Pteropus,scapulatus,362.0,0.362,1.353,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteropus scapulatus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Pteropus,vampyrus,1024.3,1.0243,4.486,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Pteropus vampyrus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Scandentia,Ptilocercidae,Ptilocercus,lowii,57.5,0.0575,0.24,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Ptilocercus lowii,-3732.762048618201,-5991.596279095762,4113.496100223751,310.5573741757098,-60.20679172782602
Mammalia,Carnivora,Felidae,Puma,concolor,37200.0,37.2,49.326,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Puma concolor,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Carnivora,Felidae,Puma,yagouaroundi,8400.0,8.4,9.69,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Puma yagouaroundi,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Artiodactyla,Cervidae,Rangifer,tarandus,85000.0,85.0,119.66,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rangifer tarandus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Artiodactyla,Bovidae,Raphicerus,campestris,9600.0,9.6,20.619,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Raphicerus campestris,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,colletti,165.7,0.1657,0.686,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus colletti,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,fuscipes,76.0,0.076,0.471,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus fuscipes,-3790.331909580121,-6444.144620004294,4596.313604458568,401.4156394421708,-188.8414883296964
Mammalia,Rodentia,Muridae,Rattus,lutreolus,109.0,0.109,0.353,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus lutreolus,-3790.331909580121,-6444.144620004294,4596.313604458568,401.4156394421708,-188.8414883296964
Mammalia,Rodentia,Muridae,Rattus,norvegicus,160.0,0.16,1.169,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus norvegicus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,norvegicus,160.0,0.16,1.339,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus norvegicus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,norvegicus,170.0,0.17,0.948,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus norvegicus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,norvegicus,170.0,0.17,0.96,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus norvegicus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,norvegicus,225.0,0.225,1.506,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus norvegicus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,norvegicus,250.0,0.25,2.092,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus norvegicus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,norvegicus,390.0,0.39,2.393,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus norvegicus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,sordidus,187.0,0.187,0.595,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus sordidus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,villosissimus,185.0,0.185,0.585,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus villosissimus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rattus,villosissimus,250.6,0.2506,0.813,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rattus villosissimus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Reithrodon,auritus,78.7,0.0787,0.428,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Reithrodon auritus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Reithrodontomys,megalotis,9.0,0.009,0.13,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Reithrodontomys megalotis,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,39.6,0.0396,0.179,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rhabdomys pumilio,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Hipposideridae,Rhinonicteris,aurantia,8.27,0.00827,0.09,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rhinonicteris aurantia,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,fischerae,9.5,0.0095,0.091,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rhinophylla fischerae,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,pumilio,9.5,0.0095,0.104,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rhinophylla pumilio,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,146.0,0.146,0.684,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rousettus aegyptiacus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,91.5,0.0915,0.582,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Rousettus amplexicaudatus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Chiroptera,Emballonuridae,Saccopteryx,bilineata,7.8,0.0078,0.081,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Saccopteryx bilineata,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,61.3,0.0613,0.287,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Saccostomus campestris,-3790.331909580121,-6444.144620004294,4596.313604458568,401.4156394421708,-188.8414883296964
Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,75.7,0.0757,0.261,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Saccostomus campestris,-3790.331909580121,-6444.144620004294,4596.313604458568,401.4156394421708,-188.8414883296964
Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,225.0,0.225,1.305,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Saguinus geoffroyi,-3732.762048618201,-5991.596279095762,4113.496100223751,310.5573741757098,-60.20679172782602
Mammalia,Primates,Cebidae,Saimiri,sciureus,800.0,0.8,4.39,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Saimiri sciureus,-3732.616878847921,-5990.587811936509,4112.502931279965,310.41801244883493,-60.16943471745588
Mammalia,Primates,Cebidae,Saimiri,sciureus,875.0,0.875,4.468,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Saimiri sciureus,-3732.616878847921,-5990.587811936509,4112.502931279965,310.41801244883493,-60.16943471745588
Mammalia,Soricomorpha,Talpidae,Scalopus,aquaticus,48.0,0.048,0.378,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Scalopus aquaticus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Soricomorpha,Talpidae,Scapanus,latimanus,61.0,0.061,0.425,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Scapanus latimanus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Soricomorpha,Talpidae,Scapanus,orarius,61.2,0.0612,0.358,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Scapanus orarius,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Soricomorpha,Talpidae,Scapanus,townsendii,130.1,0.1301,0.607,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Scapanus townsendii,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Sciuridae,Sciurus,aberti,624.0,0.624,2.402,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sciurus aberti,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,440.0,0.44,2.062,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sciurus carolinensis,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Scotinomys,teguina,12.0,0.012,0.174,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Scotinomys teguina,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Scotinomys,xerampelinus,15.2,0.0152,0.178,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Scotinomys xerampelinus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Muridae,Sekeetamys,calurus,56.9,0.0569,0.248,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sekeetamys calurus,-3790.331909580121,-6444.144620004294,4596.313604458568,401.4156394421708,-188.8414883296964
Mammalia,Rodentia,Muridae,Sekeetamys,calurus,71.2,0.0712,0.303,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sekeetamys calurus,-3790.331909580121,-6444.144620004294,4596.313604458568,401.4156394421708,-188.8414883296964
Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,345.0,0.345,0.483,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Setifer setosus,-3732.762048618201,-5991.596279095762,4113.496100223751,310.5573741757098,-60.20679172782602
Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,530.0,0.53,0.68,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Setifer setosus,-3732.762048618201,-5991.596279095762,4113.496100223751,310.5573741757098,-60.20679172782602
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,2510.0,2.51,4.52,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Setonix brachyurus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,2674.0,2.674,4.654,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Setonix brachyurus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,2940.0,2.94,4.92,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Setonix brachyurus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Dipodidae,Sicista,betulina,10.0,0.01,0.179,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sicista betulina,-3790.331909580121,-6444.144620004294,4596.313604458568,401.4156394421708,-188.8414883296964
Mammalia,Rodentia,Cricetidae,Sigmodon,alleni,137.8,0.1378,1.134,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sigmodon alleni,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Sigmodon,fulviventer,137.8,0.1378,1.157,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sigmodon fulviventer,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,139.3,0.1393,1.285,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sigmodon hispidus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,152.4,0.1524,0.71,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sigmodon hispidus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,191.6,0.1916,1.4,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sigmodon hispidus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Sigmodon,leucotis,128.6,0.1286,1.04,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sigmodon leucotis,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Rodentia,Cricetidae,Sigmodon,ochrognathus,115.1,0.1151,0.86,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sigmodon ochrognathus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,14.1,0.0141,0.11,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis crassicaudata,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,15.9,0.0159,0.114,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis crassicaudata,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,16.3999999999999,0.0163999999999999,0.14,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis crassicaudata,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,17.7,0.0177,0.123,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis crassicaudata,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,19.35,0.01935,0.126,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis macroura,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,macroura,22.0,0.022,0.131,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis macroura,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,12.9,0.0129,0.114,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis murina,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,murina,19.0,0.019,0.12,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sminthopsis murina,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Soricomorpha,Soricidae,Sorex,alpinus,7.8,0.0078,0.265,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sorex alpinus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Soricomorpha,Soricidae,Sorex,alpinus,7.9,0.0079,0.269,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sorex alpinus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Soricomorpha,Soricidae,Sorex,araneus,8.05,0.00805,0.336,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sorex araneus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
Mammalia,Soricomorpha,Soricidae,Sorex,araneus,8.7,0.0087,0.361,W,25.0,C,"V. M. Savage et al., The predominance of quarter-power scaling in biology. Funct. Ecol. 18, 257-282 (2004)",Sorex araneus,-2836.5673668860463,234.1000423076803,-2017.757836102996,-549.7817874540093,170.41390811095334
