taxon_name,wet_Mass_kg,temperature,pc1,pc2,pc3,pc4,pc5,BMR
Gadus morhua,0.2439999998096915,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1585284973063544
Gadus morhua,0.2540000002222817,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1476905517528833
Gadus morhua,0.2830000003099874,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1476756425525565
Gadus morhua,0.2830000003099874,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2098247723566179
Gadus morhua,0.2859999999150204,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1880022622440421
Gadus morhua,0.3040000002738671,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1045646018650976
Gadus morhua,0.316000000277656,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1545843938209038
Gadus morhua,0.3199999997642848,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1951204911248839
Gadus morhua,0.3499999997177113,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1885934219583333
Gadus morhua,0.3529999996847733,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2052549793278484
Gadus morhua,0.3820000000776601,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1635121318278548
Gadus morhua,0.4300000004162566,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2515349880636619
Gadus morhua,0.4300000004162566,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2537672031583333
Gadus morhua,0.4600000003372734,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2301609517166666
Gadus morhua,0.4640000004755656,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3493524134823985
Gadus morhua,0.4999999996131444,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.29248254426396
Gadus morhua,0.4999999996131444,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3089957101899722
Gadus morhua,0.4999999996131444,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2950781432499999
Gadus morhua,0.5180000003038707,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.227827510646595
Gadus morhua,0.5180000003038707,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4093172226295543
Gadus morhua,0.6109999996587556,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5693451387181121
Gadus morhua,0.6400000000237451,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3533262947619314
Gadus morhua,0.6450000005416884,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.538520364272808
Gadus morhua,0.6999999999770208,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3367739678416666
Gadus morhua,0.7199999992850176,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2844675678012996
Gadus morhua,0.8029999994847262,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4369812462860019
Gadus morhua,0.847999999498743,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2971105708501996
Gadus morhua,0.9469999999928632,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3741538704630515
Gadus morhua,1.0,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5030699762945069
Gadus morhua,1.0,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.417457646753661
Gadus morhua,1.0,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5685521068390373
Gadus morhua,1.0,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.6015116492388913
Gadus morhua,1.0,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5067646373166665
Gadus morhua,1.0399999992845153,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4623564061086218
Gadus morhua,1.0700000007755708,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.634800787033307
Gadus morhua,1.1200000008505673,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5765415913403206
Gadus morhua,1.1200000008505673,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.7096779994705709
Gadus morhua,1.1399999991167784,5.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4705790762749999
Gadus morhua,1.1499999990636465,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5496003698855287
Gadus morhua,1.3399999988743998,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.7650221600083333
Gadus morhua,1.4199999987475322,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.6558432470333333
Gadus morhua,1.43999999968418,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5819454163416666
Gadus morhua,1.449999999215479,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.7294514656353941
Gadus morhua,1.5800000001658157,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.7905528341333332
Gadus morhua,1.6399999998198835,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.7674741963211639
Gadus morhua,1.9799999988076515,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.027843330490092
Gadus morhua,2.200000000900649,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.0019827381666666
Gadus morhua,2.329999999860411,5.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.88781315601
Gadus morhua,2.810000000614159,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.18350136739644
Gadus morhua,2.959999999598298,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.609744051868604
Gadus morhua,3.000000001936507,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.2701189645833333
Gadus morhua,3.0300000034723387,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.373176936227418
Gadus morhua,3.0499999975645657,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.1934627943333331
Gadus morhua,5.999999994699777,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,2.2708187544166663
Gadus morhua,6.649999995358811,3.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,2.178409989788984
Gadus morhua,0.0147000000085237,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0198404067767674
Gadus morhua,0.0183000000113589,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0167845948862426
Gadus morhua,0.0203999999799943,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0177979790637007
Gadus morhua,0.0610999999658755,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0555847559647386
Gadus morhua,0.0719999999285016,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0499309819886627
Gadus morhua,0.1400000001037238,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1167833333333333
Gadus morhua,0.1515000000563994,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1283204999999999
Gadus morhua,0.1699999998519286,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1494774296610534
Gadus morhua,0.1729999999486947,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1070727255638005
Gadus morhua,0.1881000001947384,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1534883584571799
Gadus morhua,0.2279999999997619,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1479138229879203
Gadus morhua,0.2279999999997619,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2142200194997466
Gadus morhua,0.2433000000387569,5.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4587858270049999
Gadus morhua,0.2439999998096915,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1585760558143349
Gadus morhua,0.2540000002222817,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1477348588947709
Gadus morhua,0.2679999999822346,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1259012395305528
Gadus morhua,0.2830000003099874,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1477199452203418
Gadus morhua,0.2859999999150204,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1880586629126991
Gadus morhua,0.2984000001369847,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4755202969
Gadus morhua,0.316000000277656,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1546307691798027
Gadus morhua,0.3340000001449191,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.348681708152609
Gadus morhua,0.3499999997177113,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1886499999999999
Gadus morhua,0.3529999996847733,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2053165558655675
Gadus morhua,0.3710999997019685,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.695057273744226
Gadus morhua,0.3820000000776601,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.1635611854378135
Gadus morhua,0.4399999995074253,11.5,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3128704052035961
Gadus morhua,0.4640000004755656,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.3494572192229228
Gadus morhua,0.5099999998849919,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.268345
Gadus morhua,0.5180000003038707,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2278958589512412
Gadus morhua,0.5180000003038707,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4094400177768062
Gadus morhua,0.6199999992886918,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.198507707575105
Gadus morhua,0.6450000005416884,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.5386819203794798
Gadus morhua,0.7199999992850176,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.2845529081074329
Gadus morhua,0.8029999994847262,12.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.4371123406800211
Gadus morhua,1.1399999991167784,5.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.47072025
Gadus morhua,1.43999999968418,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.58212
Gadus morhua,1.5800000001658157,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.7907900000000001
Gadus morhua,2.200000000900649,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.0022833333333332
Gadus morhua,3.0300000034723387,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,1.3735888892588322
Gambusia affinis,0.0002000000001547,22.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0003523993127318
Gambusia affinis,0.00022000000009,20.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0003000218155956
Gambusia affinis,0.0002400000001593,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0003302546183201
Gambusia affinis,0.0002400000001593,15.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0003848845366666
Gambusia affinis,0.0002400000001593,20.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0004494483081286
Gambusia affinis,0.0002400000001593,30.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0006050754547919
Gambusia affinis,0.0003999999996979,13.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0005558940970244
Gambusia affinis,0.0003999999996979,22.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0006198613565399
Gambusia affinis,0.0003999999996979,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0007713241555555
Gambusia affinis,0.0010999999995992,23.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0090285520737922
Gambusia affinis,0.0010999999995992,23.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0184825333076846
Gambusia holbrooki,0.0001,20.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0002566849195975
Gambusia holbrooki,0.0001349021999216,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0002807277777777
Gambusia holbrooki,0.0001499999999807,20.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0003048757649462
Gambusia holbrooki,0.000151947700125,25.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0005239350555555
Gambusia holbrooki,0.0002299999999906,31.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0006217249959005
Gambusia holbrooki,0.0003000000001936,27.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,9.074405707869471e-05
Gambusia holbrooki,0.0004999999996131,27.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0012588974217808
Gambusia holbrooki,0.0005800000005836,31.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0011537479432477
Gambusia holbrooki,0.000699999999977,27.5,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0015823688850946
Gambusia holbrooki,0.0007800000005559,31.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0014505477186143
Gambusia holbrooki,0.0008999999990895,20.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.000898896609121
Gambusia holbrooki,0.0009900000009174,31.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0015389831128696
Gambusia holbrooki,0.0013699999995066,31.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0017708093535588
Gambusia holbrooki,0.0014999999998076,20.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0021423702573285
Gasterosteus aculeatus,0.0025899999995154,15.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0183593166624999
Gasterosteus aculeatus,0.0033300000037853,15.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0329221023266666
Gasterosteus aculeatus,0.0004999999996131,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0005355925632617
Gasterosteus aculeatus,0.0005800000005836,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0007168700420453
Gasterosteus aculeatus,0.0006400000000237,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.000901773074879
Gasterosteus aculeatus,0.0006500000005345,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0017138962047924
Gasterosteus aculeatus,0.0006700000004615,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0007342562120607
Gasterosteus aculeatus,0.0006900000004174,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0010006517050223
Gasterosteus aculeatus,0.000719999999285,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0008602440622292
Gasterosteus aculeatus,0.0008599999995176,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.001027513736744
Gasterosteus aculeatus,0.0008599999995176,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.00126136169038
Gasterosteus aculeatus,0.0009300000009552,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0016322389446123
Gasterosteus aculeatus,0.0010100000005054,18.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0023917329818567
Gasterosteus aculeatus,0.0010599999993537,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0011616590717503
Gasterosteus aculeatus,0.0011999999998684,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0012063192500684
Gasterosteus aculeatus,0.0019499999983722,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0017674554681834
Gasterosteus aculeatus,0.0023900000002854,10.0,4408.74512920855,-2906.118607171294,660.7599276629663,-28.00844500646529,-64.7842835284049,0.0022844258845875
Gilchristella aestuaria,4.99999999613144e-05,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,8.852344416666667e-05
Gilchristella aestuaria,4.99999999613144e-05,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0001273326358333
Gilchristella aestuaria,4.99999999613144e-05,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0001485676317377
Gilchristella aestuaria,4.99999999613144e-05,25.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.00019827385
Gilchristella aestuaria,0.0001199999999868,25.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0004334033111111
Gilchristella aestuaria,0.0001499999999807,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.000275192445
Gilchristella aestuaria,0.0001499999999807,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0003685476132363
Gilchristella aestuaria,0.0007599999995086,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0010969209258333
Gilchristella aestuaria,0.0007899999994716,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0009932586858333
Gilchristella aestuaria,0.0008299999992812,25.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0015617759111111
Gilchristella aestuaria,0.000870000000764,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0014641527671704
Gilchristella aestuaria,0.0013199999993743,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0018523262829966
Gilchristella aestuaria,0.001379999998725,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0018058782408333
Gilchristella aestuaria,0.001379999998725,25.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0023606251444444
Gilchristella aestuaria,0.0014399999996841,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0021070136547484
Gillichthys mirabilis,0.0002000000001547,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0001796666666666
Gillichthys mirabilis,0.0003399999999669,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0002116216666666
Gillichthys mirabilis,0.0004100000002645,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0002657141666666
Gillichthys mirabilis,0.0004799999995848,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.00025256
Gillichthys mirabilis,0.0006099999999848,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0004423008333333
Gillichthys mirabilis,0.000629999999342,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.000250635
Gillichthys mirabilis,0.0009099999993271,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.00042042
Gillichthys mirabilis,0.0012899999991111,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0006290899999999
Gillichthys mirabilis,0.0017999999995718,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0006237
Gillichthys mirabilis,0.0018799999988585,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0009530033333333
Gillichthys mirabilis,0.0021099999985536,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0010289766666666
Gillichthys mirabilis,0.0022000000009006,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0010869833333333
Gillichthys mirabilis,0.00289000000162,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0013537241666666
Gillichthys mirabilis,0.0029299999976109,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0011468508333333
Gillichthys mirabilis,0.0029299999976109,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.00135366
Gillichthys mirabilis,0.0032399999984585,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.00091476
Gillichthys mirabilis,0.0032800000021775,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0004839281516666
Gillichthys mirabilis,0.0032800000021775,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0006732913458333
Gillichthys mirabilis,0.0032800000021775,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0009257756016666
Gillichthys mirabilis,0.0032800000021775,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0010099370233333
Gillichthys mirabilis,0.0032800000021775,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.001052017725
Gillichthys mirabilis,0.0032800000021775,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0011782598575
Gillichthys mirabilis,0.0047200000039768,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0017869133333333
Gillichthys mirabilis,0.01,10.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.002883959961459
Gillichthys mirabilis,0.0140000000103723,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0125845525633759
Gillichthys mirabilis,0.0140000000103723,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0139828361767712
Gillichthys mirabilis,0.0140000000103723,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0181776870312299
Gillichthys mirabilis,0.0140000000103723,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0195759706517615
Gillichthys mirabilis,0.0141999999874753,11.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0089033023020415
Gillichthys mirabilis,0.0141999999874753,15.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0127525075791666
Gillichthys mirabilis,0.0141999999874753,24.4,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0147912880657197
Gillichthys mirabilis,0.0141999999874753,28.6,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.013368644923764
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0005003857781972
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0033359052022541
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0038362909804513
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0050038578033812
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0051706530627802
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0054208459518789
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0070887985530059
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0075891843383394
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0082563653759358
Gillichthys mirabilis,0.0166999999943249,20.0,6350.938309574817,5429.685073005452,87.41299257444702,126.69538964312966,4.046717557545902,0.0084231606353348
